Gen:	L_2
1	384.353
2	370.102
3	359.3
4	350.323
5	336.578
6	321.35
7	313.933
8	307.373
9	296.99
10	289.444
11	281.017
12	272.47
13	266.807
14	260.957
15	256.558
16	248.072
17	241.084
18	235.126
19	230.565
20	227.013
21	223.497
22	217.402
23	212.783
24	208.458
25	205.165
26	200.879
27	199.066
28	192.243
29	189.807
30	188.379
31	185.972
32	183.692
33	181.265
34	179.535
35	176.262
36	174.227
37	171.849
38	168.108
39	166.984
40	164.333
41	162.004
42	159.959
43	156.268
44	154.331
45	153.383
46	150.561
47	148.614
48	147.404
49	146.927
50	145.679
51	142.339
52	140.199
53	138.966
54	135.896
55	135.015
56	134.261
57	133.536
58	133.15
59	131.611
60	131.611
61	129.878
62	128.46
63	127.256
64	125.623
65	125.447
66	124.732
67	124.024
68	123.176
69	122.468
70	121.082
71	120.638
72	119.954
73	118.805
74	118.4
75	117.371
76	115.392
77	114.906
78	113.877
79	113.205
80	112.003
81	111.487
82	110.467
83	110.158
84	109.644
85	109.345
86	108.051
87	108.051
88	107.414
89	107.066
90	106.396
91	105.87
92	105.058
93	104.5
94	103.371
95	102.827
96	101.989
97	101.474
98	101.058
99	99.0165
100	98.7161
101	98.6292
102	98.6292
103	97.2614
104	97.1591
105	96.5434
106	96.2873
107	95.7218
108	93.969
109	93.523
110	93.1828
111	92.7368
112	92.7368
113	92.7368
114	91.9643
115	91.3893
116	89.966
117	89.8021
118	89.1701
119	88.8774
120	88.3455
121	88.1816
122	88.0483
123	87.746
124	87.6138
125	87.2147
126	86.2792
127	85.7978
128	83.7323
129	83.1544
130	82.8114
131	82.8079
132	81.9481
133	81.747
134	81.7435
135	81.5544
136	81.2521
137	81.2486
138	80.2912
139	79.7408
140	79.4349
141	78.9932
142	78.8391
143	78.2733
144	77.8706
145	77.1096
146	77.1096
147	77.1096
148	76.7415
149	75.4065
150	75.4065
151	75.1996
152	75.1814
153	75.067
154	75.0488
155	75.0488
156	75.0005
157	74.9996
158	74.6594
159	74.6111
160	74.6111
161	74.6111
162	74.3645
163	74.1908
164	74.0654
165	73.6852
166	73.5779
167	73.5779
168	73.1143
169	72.5663
170	72.293
171	72.293
172	72.293
173	72.293
174	72.293
175	72.293
176	72.293
177	72.293
178	72.293
179	72.293
180	72.293
181	72.2722
182	72.2722
183	71.9855
184	71.9855
185	71.9855
186	71.9855
187	71.9855
188	71.9855
189	71.9855
190	71.9855
191	71.8949
192	71.8949
193	71.8949
194	71.8338
195	71.8338
196	71.8338
197	71.8338
198	71.8338
199	71.8338
200	71.8338
201	71.8338
202	71.8338
203	71.8338
204	71.8338
205	71.8338
206	71.8338
207	70.8651
208	70.8651
209	70.8651
210	70.8651
211	70.8651
212	70.8651
213	70.8651
214	70.8651
215	70.8651
216	70.8651
217	70.8651
218	70.7313
219	70.7313
220	70.7313
221	70.7313
222	70.4188
223	70.4188
224	70.4188
225	70.4188
226	70.4188
227	70.4188
228	70.4188
229	70.4188
230	70.4188
231	70.4188
232	70.4188
233	70.4188
234	70.4188
235	70.4188
236	70.4188
237	70.4188
238	70.3744
239	70.3744
240	70.3744
241	70.3744
242	70.3744
243	70.3744
244	70.3744
245	70.3744
246	70.3744
247	70.3744
248	70.3744
249	70.3744
250	70.3397
251	70.3397
252	70.3397
253	70.3397
254	70.3397
255	70.3397
256	70.3397
257	70.3397
258	70.3397
259	70.3397
260	70.3397
261	70.2539
262	70.2539
263	70.2539
264	70.1448
265	70.1448
266	69.9042
267	69.8031
268	69.1033
269	69.1033
270	69.1033
271	69.1033
272	69.1033
273	69.1033
274	69.1033
275	69.1033
276	69.1033
277	69.1033
278	69.1033
279	68.721
280	68.721
281	68.1943
282	68.1943
283	68.1943
284	68.1943
285	68.1943
286	68.1943
287	68.1943
288	68.1943
289	68.1276
290	67.9537
291	67.9537
292	67.9537
293	67.9537
294	67.9537
295	67.9537
296	67.9537
297	67.9537
298	67.9537
299	67.9537
300	67.7158
301	67.7158
302	67.7158
303	67.7158
304	67.7158
305	67.7158
306	67.7158
307	67.7158
308	67.7158
309	67.7158
310	67.7158
311	67.7158
312	67.7158
313	67.7158
314	67.6211
315	67.6156
316	67.6156
317	67.6156
318	67.6156
319	67.6156
320	67.6156
321	67.6156
322	67.6156
323	67.6156
324	67.6156
325	67.6156
326	67.6156
327	67.6156
328	67.6156
329	67.6156
330	67.6156
331	67.6156
332	67.6156
333	67.6156
334	67.6156
335	67.6156
336	67.6156
337	67.6156
338	67.6156
339	67.6156
340	67.6156
341	67.6156
342	67.6156
343	67.6156
344	67.6156
345	67.6156
346	67.6156
347	67.6156
348	67.6156
349	67.6156
350	67.6156
351	67.6156
352	67.6156
353	67.6156
354	67.6156
355	67.6156
356	67.6156
357	67.6156
358	67.6156
359	67.6156
360	67.6156
361	67.6156
362	67.6156
363	67.6156
364	67.6156
365	67.6156
366	67.6156
367	67.6156
368	67.6156
369	67.6156
370	67.6156
371	67.6156
372	67.6156
373	67.6156
374	67.6156
375	67.6156
376	67.6156
377	67.6156
