Gen:	L_2
1	392.194
2	376.268
3	359.902
4	346.039
5	332.691
6	320.155
7	306.19
8	301.784
9	294.523
10	287.683
11	272.323
12	265.752
13	259.553
14	254.356
15	244.795
16	239.955
17	234.006
18	230.928
19	225.748
20	220.05
21	217.983
22	210.748
23	207.491
24	204.006
25	198.862
26	194.265
27	188.968
28	185.831
29	184.577
30	183.011
31	180.305
32	177.029
33	173.15
34	172.53
35	170.571
36	164.985
37	164.681
38	162.584
39	160.833
40	157.376
41	155.993
42	153.17
43	152.006
44	149.028
45	148.022
46	146.4
47	145.173
48	144.23
49	143.414
50	140.821
51	139.553
52	137.613
53	135.721
54	135.29
55	133.766
56	131.841
57	130.918
58	130.568
59	127.859
60	125.546
61	124.68
62	123.328
63	122.693
64	119.256
65	117.503
66	116.406
67	113.968
68	113.866
69	112.227
70	111.35
71	110.527
72	110.065
73	109.912
74	109.567
75	108.884
76	107.916
77	107.76
78	107.062
79	106.636
80	106.39
81	104.73
82	103.984
83	103.03
84	101.672
85	101.672
86	101.088
87	100.769
88	100.168
89	97.4862
90	95.8189
91	94.9942
92	94.4682
93	94.0835
94	93.3895
95	93.2166
96	92.2214
97	91.5599
98	91.387
99	91.387
100	90.9496
101	90.2495
102	89.897
103	89.3638
104	88.6568
105	88.2306
106	87.6571
107	87.4594
108	87.4276
109	87.2299
110	87.1516
111	86.0047
112	85.8333
113	85.3391
114	84.6637
115	83.5917
116	83.5917
117	83.4375
118	82.7576
119	81.995
120	81.995
121	81.9902
122	81.9902
123	81.7368
124	81.485
125	80.7194
126	80.4086
127	79.6864
128	79.3756
129	79.1238
130	77.5383
131	77.5383
132	76.9077
133	76.9077
134	76.9077
135	76.9077
136	76.71
137	76.6343
138	76.0214
139	76.0214
140	75.6541
141	75.6541
142	75.6541
143	75.3279
144	74.9585
145	74.8538
146	74.7596
147	74.055
148	73.4252
149	73.328
150	73.1362
151	73.1362
152	72.9743
153	72.8934
154	72.8934
155	72.8934
156	72.5962
157	72.5962
158	72.5162
159	72.5162
160	72.2744
161	72.2744
162	72.2175
163	72.2175
164	72.2175
165	72.2175
166	72.2175
167	72.2175
168	72.2175
169	72.2175
170	72.2175
171	71.9825
172	71.9825
173	71.9825
174	71.9825
175	71.9825
176	71.9825
